id,add_all_num,add_under_18_num,add_under_30_num,add_under_setage_num,view_all_num,view_under_18_num,view_under_30_num,view_under_setage_num,msg_all_num,msg_under_18_num,msg_under_30_num,msg_under_setage_num,gift_all_num,gift_under_18_num,gift_under_30_num,gift_under_setage_num
31865,106,1,59,3,3240,65,1652,355,423,9,189,69,889,18,443,117
31866,198,7,109,24,3271,107,1630,522,663,34,264,160,95,2,50,14
31867,221,7,80,63,2181,94,759,658,346,12,94,125,168,6,58,53
31868,100,3,61,11,2279,50,1419,139,127,3,77,10,83,2,47,10
31869,53,3,29,8,4074,110,2025,730,97,4,42,19,88,4,37,22
31870,49,2,31,1,1252,33,757,96,92,2,57,5,60,3,39,7
31871,20,0,13,1,590,11,347,79,47,0,31,2,62,1,38,5
31872,80,3,52,10,2328,78,1283,348,89,3,58,13,94,4,64,12
31873,46,0,36,1,391,0,271,13,37,0,28,1,37,0,29,1
31874,284,13,80,90,2933,143,1111,775,132,4,36,40,137,7,50,36
31875,1,0,0,0,455,11,198,99,5,0,1,2,6,0,0,3
31876,120,0,39,39,2722,91,1270,552,217,14,89,71,162,3,77,40
31877,47,2,18,5,602,11,268,65,35,1,10,3,20,0,6,1
31878,17,0,13,0,1752,66,1208,141,42,0,34,2,61,1,50,4
31879,11,0,8,1,1330,24,883,75,26,1,17,1,20,0,14,1
31880,91,0,51,8,709,16,451,50,50,0,34,0,43,1,27,3
31881,9,0,2,1,1469,44,794,140,117,6,60,9,104,5,57,15
31882,51,0,29,3,1333,29,789,96,51,2,30,4,50,1,35,1
31883,19,0,11,0,583,12,328,54,45,0,18,2,118,1,75,8
31884,16,0,11,0,1072,19,632,96,50,1,33,4,15,0,11,0
31885,50,0,29,8,3824,114,2133,538,91,6,52,18,79,4,46,21
31886,46,5,22,9,2127,100,1107,430,128,7,54,27,92,7,44,16
31887,77,3,31,14,3188,222,1490,646,128,18,56,27,100,12,52,15
31888,150,2,87,15,3623,90,2037,413,188,4,94,25,766,11,367,73
31889,7,2,3,5,72,7,30,24,7,0,2,3,7,1,3,3
31890,88,5,25,24,2309,95,1112,423,181,10,75,39,98,3,40,20
31891,5,0,1,1,579,6,335,31,44,1,21,4,67,2,32,3
31892,126,6,83,13,4525,224,2675,637,246,10,146,34,96,4,52,15
31893,33,0,24,1,1329,37,747,149,86,2,60,8,126,1,87,7
31894,304,9,173,49,2251,84,855,655,134,6,40,58,76,5,18,34
31895,165,6,70,30,7081,347,2758,1896,337,16,95,105,157,5,50,52
31896,21,1,10,1,3103,87,1688,333,98,0,43,6,57,1,29,2
31897,124,4,73,8,3554,104,2182,321,271,4,167,18,87,1,54,9
31898,55,0,32,1,937,9,591,34,64,0,40,2,61,0,38,1
31899,78,1,51,1,634,14,413,50,95,1,61,1,32,1,17,0
31900,189,5,87,31,4773,168,2410,889,240,12,97,52,169,10,88,28
31901,225,16,65,75,3985,179,1446,1072,457,50,116,165,70,6,14,24
31902,23,0,12,4,138,2,88,7,28,1,18,1,15,0,7,0
31903,21,3,10,6,436,17,259,49,24,3,17,3,13,0,12,1
31904,56,5,30,6,855,42,492,84,128,7,73,9,140,6,93,10
31905,38,2,11,13,388,11,114,133,21,0,2,7,28,1,3,9
31906,81,3,50,8,5086,153,2740,740,100,3,54,11,102,0,60,8
31907,298,8,204,21,5375,135,3609,340,292,10,194,18,126,2,68,10
31908,83,1,48,7,2295,75,1268,251,199,6,118,16,103,3,60,11
31909,3,0,2,0,1295,20,791,66,31,0,15,1,36,0,21,2
31910,361,3,231,12,2170,57,1092,307,633,14,376,52,176,7,95,23
31911,64,2,40,0,3805,136,1959,569,144,2,82,6,244,9,125,28
31912,15,0,10,2,894,13,563,61,19,0,12,2,19,0,12,3
31913,20,1,12,5,1376,55,693,225,57,3,26,11,40,0,20,5
31914,126,3,82,11,2913,77,1524,428,200,6,116,21,174,6,99,16
31915,13,0,6,1,459,11,269,30,61,1,38,4,55,2,34,3
31916,128,0,61,4,2082,35,997,249,102,0,49,4,76,0,38,1
31917,24,0,14,1,1776,49,1111,158,28,1,18,1,350,7,259,21
31918,11,0,4,3,242,4,126,30,12,0,4,0,4,0,2,0
31919,9,0,3,1,2431,54,1316,211,46,0,19,1,49,0,21,2
31920,35,0,19,7,1394,50,827,171,63,1,37,9,126,2,86,12
31921,53,1,32,1,445,12,244,46,47,2,20,5,60,3,35,4
31922,55,0,12,11,5045,160,1793,895,116,3,32,29,63,2,18,14
31923,1,0,0,0,505,6,325,23,23,0,17,2,29,0,19,1
31924,40,1,17,9,462,22,216,85,62,6,29,15,38,1,15,5
31925,168,6,110,21,1629,61,845,266,281,14,144,46,384,15,211,56
31926,55,0,39,1,1418,33,886,130,101,1,60,10,92,3,52,14
31927,41,1,18,6,1541,25,792,88,20,1,8,2,42,2,25,3
31928,257,18,168,21,5571,350,3154,801,304,16,164,39,126,9,67,25
31929,30,2,15,7,1126,53,605,163,56,4,26,8,42,1,28,8
31930,110,7,50,33,4244,226,1826,961,162,14,66,44,102,7,29,35
31931,44,1,17,7,347,19,128,71,34,2,8,11,11,1,4,4
31932,619,29,165,264,17043,711,5448,5808,861,39,170,426,241,13,54,131
31933,22,0,14,2,207,9,112,30,5,0,4,1,36,1,27,4
31934,134,3,68,26,3619,133,1225,1140,164,5,51,63,41,2,14,14
31935,46,0,32,0,1780,22,1113,121,111,2,60,19,157,3,84,25
31936,83,0,43,6,271,3,152,16,21,0,10,2,32,0,19,1
31937,131,4,97,9,1869,40,1280,114,140,2,109,1,175,2,134,5
31938,127,2,77,8,1314,22,735,80,263,4,143,13,232,3,138,13
31939,52,0,34,0,187,1,99,13,17,1,7,0,26,0,9,1
31940,53,1,35,5,2115,67,1218,258,74,0,48,5,71,0,41,7
31941,7,1,6,2,292,16,164,40,24,1,16,2,18,0,11,1
31942,14,0,10,0,5008,165,3499,311,72,4,57,5,86,2,63,3
31943,54,2,28,6,2362,87,1347,288,86,4,42,13,63,4,32,8
31944,26,1,13,5,908,11,494,44,62,2,27,6,93,3,43,8
31945,134,4,80,8,2695,115,1413,417,209,7,115,29,390,17,217,73
31946,2,0,1,0,1168,13,715,64,20,0,12,2,23,0,13,2
31947,160,8,118,9,4073,159,2554,380,241,12,174,11,310,18,198,24
31948,97,4,51,8,1492,76,690,262,100,5,48,13,213,10,119,40
31949,135,5,69,21,1743,73,617,438,86,4,33,16,68,1,18,22
31950,107,4,39,20,1987,99,746,527,256,10,83,71,155,6,46,45
31951,31,1,4,20,1307,74,292,609,63,5,11,39,50,2,5,33
31952,5,0,3,0,579,8,332,18,30,1,16,0,66,1,38,1
31953,155,10,95,14,6659,319,3644,928,310,14,178,23,100,3,54,12
31954,6,0,4,0,1493,18,950,67,64,0,40,1,40,0,27,4
31955,284,5,206,17,5118,141,2623,908,433,14,276,49,251,10,169,25
31956,129,1,80,5,7932,157,5016,572,275,4,172,14,125,1,81,4
31957,20,1,13,1,1016,26,607,83,51,1,34,7,165,7,118,11
31958,255,9,152,19,2501,100,1547,227,341,11,197,25,70,1,38,6
31959,19,0,13,0,1955,27,1049,161,40,1,18,2,83,4,44,4
31960,272,1,172,6,3834,54,2425,183,274,3,171,6,159,0,88,5
31961,140,2,79,11,3213,44,1987,147,276,4,146,14,282,4,151,18
31962,158,1,117,6,10526,212,6987,644,253,3,178,9,178,1,135,3
31963,22,0,12,0,3148,75,1909,297,44,0,30,0,114,2,80,4
31964,94,4,62,9,2530,120,1378,355,160,9,92,20,72,4,36,7
31965,24,2,14,3,2126,46,1010,165,56,4,24,5,53,3,25,4
31966,12,0,6,0,291,4,168,33,37,0,25,1,25,0,17,0
31967,48,0,28,4,5004,133,2990,568,76,1,40,10,67,2,38,12
31968,28,0,13,0,1218,40,757,101,52,3,34,2,34,0,20,1
31969,17,0,7,2,388,8,230,24,48,0,22,2,76,0,41,3
31970,32,0,19,3,500,4,272,20,29,0,15,1,40,0,20,4
31971,16,0,11,0,1724,27,1010,100,112,2,79,5,165,1,112,5
31972,42,1,24,6,640,34,250,157,38,4,16,9,24,3,15,3
31973,63,2,23,18,1494,80,473,480,157,2,45,41,87,2,19,28
31974,14,0,10,0,1813,34,1253,71,90,1,66,6,73,0,51,8
31975,153,3,86,20,5680,227,2936,988,182,7,89,24,90,2,46,12
31976,37,2,16,3,1421,42,731,199,110,1,59,12,102,1,53,11
31977,79,0,47,13,1277,37,671,204,83,1,56,12,44,0,26,3
31978,83,1,46,4,1485,25,832,122,112,1,53,5,123,3,60,4
31979,174,1,106,19,4558,152,2534,659,211,7,100,48,132,10,80,24
31980,23,2,14,0,5722,219,3162,770,69,5,38,6,260,5,171,33
31981,118,8,52,26,2956,164,1327,707,169,13,69,49,106,5,41,27
31982,78,3,46,7,2002,52,1300,137,75,3,49,5,46,0,29,2
31983,86,1,42,11,3843,93,2070,495,237,4,116,34,292,4,107,74
31984,13,0,9,0,1740,56,1170,98,75,2,55,3,48,0,37,0
31985,26,0,19,0,2869,77,1875,135,128,4,95,5,64,3,48,2
31986,30,2,16,4,201,7,87,38,41,3,22,8,30,1,13,6
31987,124,6,42,36,2980,115,884,1013,162,12,29,81,61,5,20,25
31988,64,2,45,7,4417,88,2923,298,142,3,103,10,112,4,80,6
31989,140,3,98,12,2344,70,1350,307,193,2,134,21,306,9,152,58
31990,7,0,4,1,331,10,177,39,12,1,7,0,17,0,12,0
31991,154,5,94,17,4458,113,2525,521,100,3,61,14,110,3,76,7
31992,24,0,17,2,617,10,390,52,40,0,24,5,181,5,124,15
31993,106,3,46,13,2490,114,1198,494,140,9,65,31,126,2,57,20
31994,37,4,13,11,3219,167,1452,738,213,14,91,54,82,5,38,21
31995,204,7,121,23,6956,199,3749,985,183,13,118,26,65,3,45,3
31996,79,5,52,7,2790,68,1537,301,174,8,96,17,106,3,59,11
31997,39,0,23,2,1635,32,978,136,58,0,28,6,86,4,44,9
31998,23,2,10,3,944,49,451,213,59,3,19,14,97,2,39,25
31999,147,4,65,37,568,25,192,176,144,7,49,49,173,9,68,48
32000,169,4,116,11,7036,289,3832,982,184,9,114,14,137,5,75,19
32001,64,1,44,1,712,24,401,101,54,0,40,3,48,0,35,7
32002,20,1,14,3,3875,168,2507,398,86,4,70,6,119,6,81,15
32003,137,4,83,18,5558,180,3003,809,245,6,135,33,202,3,125,25
32004,133,4,101,4,2817,100,1782,216,230,6,155,4,65,0,37,1
32005,583,6,347,31,4523,107,2443,533,302,4,157,26,101,1,54,5
32006,4,0,2,0,121,3,80,4,13,0,8,0,21,1,13,2
32007,132,2,87,9,4594,57,2901,252,149,2,94,11,130,1,85,7
32008,37,4,23,4,541,13,254,101,62,1,36,10,50,0,27,3
32009,47,0,29,2,2203,36,1344,149,110,0,68,4,144,1,82,17
32010,62,4,39,5,6134,240,3519,984,151,7,81,27,82,1,51,9
32011,51,1,33,2,326,11,177,54,58,2,32,7,54,2,29,13
32012,188,6,120,25,7096,256,4043,1105,332,20,188,67,289,17,166,51
32013,3,2,2,1,5,2,4,1,3,2,2,1,3,2,2,1
32014,55,1,33,4,2628,69,1643,219,62,1,34,7,58,2,36,7
32015,136,4,77,20,2687,99,1484,448,304,17,156,66,259,11,155,44
32016,37,2,10,12,360,21,106,125,37,2,7,17,41,1,15,17
32017,126,6,43,37,2457,123,984,679,238,16,80,82,190,10,52,72
32018,30,0,14,1,2054,34,1120,128,215,1,96,24,206,4,88,22
32019,122,2,86,7,4456,102,2761,359,138,8,81,16,248,6,151,19
32020,37,1,29,3,672,26,352,135,114,5,62,20,162,6,103,18
32021,211,14,136,20,6288,287,3766,708,502,23,307,56,200,10,120,23
32022,87,2,41,13,1338,48,493,385,99,6,42,31,51,3,15,19
32023,67,7,13,31,1166,72,250,491,133,8,21,67,132,6,20,76
32024,31,4,16,10,252,17,78,71,34,3,9,15,44,2,18,14
32025,5,0,2,1,871,13,534,65,20,0,15,1,13,2,8,2
32026,266,17,150,33,3202,113,1788,346,325,22,157,51,134,5,85,8
32027,58,1,30,3,2623,59,1281,297,105,4,38,9,91,3,30,9
32028,77,0,51,3,2737,70,1550,356,140,2,85,10,121,3,62,23
32029,18,1,11,2,205,6,121,27,19,1,8,7,187,7,136,22
32030,85,6,40,23,2738,147,1129,674,143,10,47,47,54,1,12,23
32031,395,13,193,82,2269,82,749,748,611,29,152,247,120,5,41,44
32032,27,0,18,0,1341,37,707,186,21,0,10,2,14,0,5,1
32033,168,1,108,11,5541,136,3587,403,204,1,137,10,143,2,97,8
32034,20,1,14,1,1672,28,989,93,15,1,11,0,11,0,7,0
32035,79,1,49,3,2623,92,1572,275,181,3,110,7,92,3,56,5
32036,106,6,24,45,2070,100,633,720,196,14,40,86,170,10,31,82
32037,191,2,127,5,5200,140,3190,565,550,7,352,32,397,3,260,27
32038,92,6,58,7,2906,153,1751,415,71,4,45,8,514,38,365,55
32039,100,1,64,3,1829,25,1157,93,105,1,60,3,212,4,124,13
32040,94,1,68,5,2175,48,1271,181,109,1,72,8,245,6,147,29
32041,46,0,23,1,1651,30,1047,83,100,0,64,4,118,0,73,6
32042,2,1,2,0,4,1,4,0,2,1,2,0,6,1,3,2
32043,117,2,53,12,2992,58,1644,223,120,5,63,11,84,1,43,3
32044,32,2,22,3,191,5,117,18,31,3,20,6,27,2,17,3
32045,1,0,1,0,15,0,10,2,3,0,2,0,2,0,1,0
32046,11,1,6,0,667,31,335,111,27,1,11,4,15,0,5,1
32047,60,0,44,1,1247,50,697,175,21,1,14,0,11,0,7,0
32048,3,0,3,0,232,9,152,29,14,0,9,3,30,0,18,1
32049,70,3,54,3,3037,75,1946,215,113,4,88,3,100,3,71,6
32050,38,1,22,3,2913,123,1637,392,114,6,61,13,88,3,45,12
32051,98,4,71,4,5037,144,3307,371,260,5,174,5,230,9,163,11
32052,112,11,46,31,1999,67,905,435,187,10,61,56,132,10,31,49
32053,8,0,6,0,1779,65,949,212,65,4,25,9,43,2,29,2
32054,96,2,63,8,3475,123,2158,416,113,5,79,9,115,6,81,9
32055,223,6,119,38,15377,567,8377,2211,587,31,288,104,269,10,141,40
32056,180,9,111,19,7739,213,4188,918,302,14,161,33,176,3,99,12
32057,76,2,44,10,2286,77,1389,154,122,5,81,6,104,4,71,1
32058,285,5,177,10,1891,54,911,316,173,2,88,21,178,0,93,24
32059,,,,,567,9,332,44,25,0,13,0,32,0,16,2
32060,119,2,69,14,1612,74,775,319,217,15,105,53,163,4,73,38
32061,12,0,8,4,259,5,142,29,12,0,8,2,14,0,8,3
32062,11,0,6,1,5308,129,3429,322,120,3,79,4,118,2,75,9
32063,148,5,116,6,1410,61,923,113,175,4,135,7,47,2,32,3
32064,87,3,46,22,2036,41,1229,217,73,1,40,11,108,3,73,13
32065,43,0,25,2,570,5,345,32,49,0,31,0,131,0,72,8
32066,14,1,7,1,368,5,227,37,36,0,16,6,33,0,18,4
32067,31,2,25,4,1129,37,616,170,65,1,40,7,85,0,50,8
32068,106,1,71,5,3005,63,1669,330,103,1,65,10,65,0,41,3
32069,12,0,5,1,776,19,411,87,44,0,21,4,25,0,10,4
32070,76,0,41,2,1915,27,1098,126,111,5,51,13,84,2,40,6
32071,64,0,34,5,2432,67,1429,222,262,6,148,28,93,1,52,12
32072,560,41,246,156,6946,319,2926,1871,604,42,210,204,465,22,179,145
32073,143,2,92,10,5894,148,3514,597,232,7,144,18,152,4,99,10
32074,40,0,24,3,3604,40,2276,147,118,1,72,9,104,0,64,7
32075,84,0,27,19,1036,24,396,205,100,0,28,25,10,1,2,4
32076,54,2,17,12,2261,96,1071,472,121,6,40,40,139,8,75,28
32077,194,5,102,23,6743,308,3447,1186,305,7,147,39,216,4,122,26
32078,36,0,25,0,2899,58,1770,264,122,3,83,8,201,4,106,27
32079,20,0,17,1,2742,60,1806,146,84,0,60,3,69,1,48,6
32080,65,1,44,3,1856,46,1082,179,121,4,66,16,231,5,129,17
32081,39,2,29,7,1020,21,637,108,48,0,35,3,27,2,21,1
32082,10,0,3,1,156,1,79,8,13,0,5,1,9,0,1,0
32083,173,8,87,32,2148,32,1139,259,122,5,51,23,106,6,51,20
32084,9,0,7,0,1293,21,734,99,30,0,17,1,17,0,8,2
32085,501,30,272,61,3815,205,1861,735,130,6,60,22,374,15,207,47
32086,187,5,120,24,3794,136,1900,699,611,30,212,205,768,40,287,261
32087,16,1,8,3,965,22,514,118,70,1,40,6,79,1,44,7
32088,88,1,59,5,3877,173,2374,397,177,13,108,20,109,10,81,11
32089,29,2,16,4,2596,105,1442,348,78,0,45,7,131,6,72,16
32090,174,1,118,4,4144,121,2648,272,360,10,237,16,261,5,168,14
32091,105,4,44,26,1056,42,479,247,50,1,17,20,30,1,13,10
32092,60,2,39,6,846,20,509,92,77,1,34,14,448,0,290,45
32093,18,1,14,2,767,26,478,58,60,3,39,3,22,2,15,2
32094,20,0,15,1,1236,16,766,56,179,2,116,7,111,1,68,3
32095,174,10,108,21,2057,95,1091,370,184,17,112,32,141,5,91,18
32096,1,0,1,0,146,6,83,12,3,1,2,1,2,1,2,1
32097,86,0,51,5,3514,84,2030,398,209,5,102,24,388,4,221,41
32098,9,1,9,1,503,13,344,29,37,1,26,3,49,1,41,1
32099,63,1,37,8,125,1,87,2,6,0,5,0,6,0,5,0
32100,9,0,6,0,282,13,154,40,15,0,7,0,11,0,5,0
32101,800,1,508,33,28319,367,11755,6564,1796,17,1039,153,131,6,67,31
32102,103,3,36,21,3711,163,1530,854,255,10,91,59,160,6,56,39
32103,48,3,24,9,1551,71,911,222,103,6,58,16,101,4,66,8
32104,91,3,45,11,1050,31,438,233,42,2,13,9,7,0,1,1
32105,39,2,21,5,1428,55,720,242,110,5,59,16,161,9,83,44
32106,110,5,46,21,2272,103,1235,310,218,7,108,36,70,2,31,16
32107,1,0,0,0,276,17,121,55,1,0,0,0,1,0,0,0
32108,112,5,56,22,916,27,507,164,398,22,107,182,38,2,16,6
32109,7,0,5,0,68,1,30,2,8,0,6,0,12,0,6,0
32110,57,2,38,2,3097,76,1901,222,115,4,79,7,143,4,97,10
32111,25,1,20,1,83,1,57,3,14,0,10,0,17,0,10,0
32112,19,0,16,0,928,40,596,87,88,7,60,4,104,6,80,6
32113,28,0,20,0,2932,31,1795,90,206,1,108,1,106,0,49,4
32114,95,1,70,4,2882,30,1962,125,64,0,50,2,93,1,76,2
32115,131,1,100,2,2182,104,1382,212,177,8,126,6,71,6,51,6
32116,82,3,54,7,1079,12,715,51,171,3,102,9,271,6,179,15
32117,200,8,130,18,4249,175,2448,609,247,11,142,33,342,10,208,49
32118,148,5,98,16,5052,202,2652,785,217,10,122,34,57,2,40,2
32119,298,13,187,19,1669,66,1013,166,253,12,151,23,557,20,375,48
32120,99,3,77,3,2001,34,1245,156,206,2,141,8,236,4,165,9
32121,19,0,10,1,113,2,64,9,17,0,7,1,7,0,3,0
32122,285,3,214,9,8037,240,5338,612,481,14,337,36,259,8,185,16
32123,268,11,179,23,2235,112,1272,285,171,8,108,19,214,6,146,14
32124,45,0,27,1,3294,48,1871,224,112,2,65,6,298,5,199,23
32125,46,3,22,10,2232,100,997,519,62,4,24,19,35,1,18,7
32126,47,1,30,3,656,17,373,76,61,1,35,2,86,1,53,6
32127,3,0,1,0,334,1,188,13,27,0,13,0,35,0,17,0
32128,67,0,43,1,446,12,262,36,79,1,52,2,201,3,130,9
32129,219,14,64,94,3011,131,1002,1020,281,14,50,127,173,4,34,76
32130,177,10,71,52,3351,106,984,1223,158,8,41,59,86,5,22,39
32131,56,1,35,0,522,11,316,47,122,2,80,2,60,2,28,9
32132,9,0,6,0,1127,22,741,85,50,0,30,1,105,0,75,2
32133,15,1,8,1,789,16,494,53,32,0,18,0,199,1,129,13
32134,71,0,43,2,1239,28,765,106,85,0,59,4,99,2,64,6
32135,78,1,43,3,3316,110,2184,199,166,3,112,2,54,1,40,3
32136,82,6,50,14,6580,214,3870,607,191,9,123,29,246,10,149,25
32137,250,8,107,44,9014,308,4898,1291,353,19,139,85,272,16,144,47
32138,18,0,11,0,1370,30,876,100,59,1,40,2,166,2,110,7
32139,31,0,24,1,548,14,347,34,25,1,18,1,21,1,17,0
32140,34,1,29,1,6409,195,4237,507,130,10,89,22,72,2,56,5
32141,33,1,23,2,2494,76,1523,298,41,1,28,2,46,0,28,4
32142,80,2,54,7,2691,66,1417,352,248,2,143,31,226,6,91,61
32143,75,3,35,12,2174,105,991,493,89,7,41,20,37,0,17,6
32144,89,0,49,4,2147,68,1136,273,132,3,70,16,116,4,62,11
32145,74,1,41,6,5408,96,3217,386,112,3,63,9,139,4,75,14
32146,8,0,2,0,1411,12,810,64,330,3,153,25,127,0,75,1
32147,102,7,57,23,5205,236,3130,716,78,5,51,13,45,2,25,5
32148,10,3,4,4,93,6,17,31,12,1,2,3,4,0,0,1
32149,322,3,229,11,13377,333,7086,2181,1036,16,630,139,1232,45,553,321
32150,123,1,58,4,2721,37,1596,178,302,1,183,5,390,8,227,13
32151,75,1,47,1,958,8,605,41,129,1,87,6,119,4,69,8
32152,87,0,58,1,6063,120,3762,471,97,1,65,3,111,2,65,7
32153,11,0,7,0,2734,36,1616,98,38,0,20,1,43,0,20,1
32154,84,1,58,7,1114,29,688,91,174,2,102,16,184,4,109,19
32155,15,0,7,2,546,14,275,77,41,0,18,4,160,2,71,24
32156,125,7,72,20,19510,954,9522,3954,502,40,200,119,93,5,43,19
32157,55,0,35,0,6328,103,3822,404,233,4,149,7,150,1,91,3
32158,73,1,47,4,805,12,518,78,66,0,40,3,1157,29,858,73
32159,51,0,30,1,1053,12,644,26,79,0,40,1,108,1,63,5
32160,38,1,28,0,1356,20,860,86,55,1,39,2,104,1,68,2
32161,100,1,70,2,3341,92,2236,193,151,3,100,6,109,0,76,1
32162,109,6,77,4,2866,109,1769,291,285,8,193,16,324,8,182,39
32163,37,1,11,5,7879,339,4302,1175,186,15,75,47,137,12,57,30
32164,33,0,11,11,579,28,233,162,68,3,21,26,47,0,14,18
32165,27,0,18,1,507,8,314,34,39,0,16,2,36,0,20,2
32166,87,1,56,4,2805,42,1907,119,121,2,87,2,58,0,40,0
32167,101,5,43,30,3042,139,1539,565,195,8,87,47,187,8,85,46
32168,25,1,19,0,731,29,514,71,66,1,43,9,32,1,22,2
32169,30,3,19,4,340,11,167,60,31,3,16,9,17,3,10,3
32170,101,1,63,6,5419,99,3287,421,83,1,48,8,67,1,34,6
32171,53,0,20,6,1260,9,736,66,50,0,27,1,27,0,18,1
32172,14,0,4,8,142,6,62,33,26,0,8,12,24,1,12,1
32173,571,11,378,42,4183,99,2499,389,431,11,262,39,276,5,162,24
32174,80,4,57,6,1064,42,706,72,146,8,100,10,86,3,55,5
32175,55,1,33,2,1867,24,1080,79,135,0,74,4,196,2,104,8
32176,55,1,33,7,822,18,450,88,23,1,12,5,56,0,33,5
32177,29,1,23,2,2449,38,1702,93,119,1,88,7,118,0,89,3
32178,78,0,50,8,3911,66,2331,375,332,2,197,24,262,3,162,15
32179,41,4,22,12,1631,80,661,421,86,4,43,11,52,6,17,14
32180,199,10,129,17,5433,328,3263,612,547,50,325,64,98,9,67,10
32181,70,2,51,5,1461,35,928,164,95,2,66,8,66,2,48,4
32182,76,1,41,11,859,22,413,183,101,4,45,25,168,6,71,42
32183,111,1,76,4,5253,133,3422,370,247,1,177,8,250,0,184,7
32184,107,9,71,12,2322,90,1362,242,144,10,87,16,113,7,66,20
32185,9,0,9,1,242,4,157,12,22,0,19,2,15,0,13,0
32186,28,1,16,4,2710,135,834,646,207,14,72,62,38,5,13,18
32187,18,0,11,0,1128,16,675,52,46,0,24,2,43,0,21,1
32188,146,3,81,10,12712,420,7029,1535,202,9,101,20,184,6,98,9
32189,16,0,6,1,269,6,155,23,32,1,23,0,29,2,20,1
32190,187,6,132,2,5145,204,2898,566,338,9,222,13,140,2,93,4
32191,13,0,8,1,1199,9,711,75,30,0,14,1,73,0,48,4
32192,67,1,29,16,1883,30,1065,130,46,1,24,2,52,0,26,2
32193,12,1,9,1,182,3,113,19,21,0,13,1,132,1,71,16
32194,79,0,51,6,1048,30,673,90,134,2,76,8,107,3,64,12
32195,145,6,56,36,2151,80,652,775,113,4,33,47,219,11,49,109
32196,1,0,0,0,470,22,276,73,7,0,5,0,26,1,20,0
32197,390,8,265,20,1744,45,1090,126,488,14,303,26,51,0,24,2
32198,30,0,21,1,2593,77,1659,190,94,0,54,1,99,1,65,2
32199,40,0,26,4,479,19,256,57,31,0,15,5,38,1,22,4
32200,20,1,9,2,977,35,572,109,73,1,37,6,36,0,20,2
32201,174,7,95,40,2041,126,827,636,180,13,85,59,76,6,36,19
32202,6,0,5,0,32,1,19,2,20,0,10,4,30,0,21,2
32203,9,0,7,0,802,21,507,56,44,1,30,1,171,4,123,10
32204,38,0,25,3,1419,24,861,73,56,0,37,3,81,2,52,7
32205,34,2,24,3,672,21,422,60,45,2,32,3,15,0,12,0
32206,124,2,79,7,14106,370,8046,1591,573,20,294,102,206,9,112,26
32207,86,5,57,4,967,23,621,66,114,2,73,6,65,1,42,4
32208,15,1,5,1,879,19,500,73,40,1,17,2,51,2,24,6
32209,86,2,54,8,778,21,465,71,75,2,42,8,87,0,51,11
32210,95,2,58,8,1339,47,726,163,88,3,57,4,70,2,38,7
32211,80,1,58,6,3560,77,2081,364,133,6,91,10,105,2,65,6
32212,43,3,30,2,1571,58,892,165,87,2,47,4,70,5,40,10
32213,10,1,7,0,1325,30,908,83,40,2,28,1,29,2,19,3
32214,136,7,90,10,3228,226,1846,502,129,10,69,17,198,15,116,25
32215,96,0,65,9,6954,132,4457,501,127,3,76,17,27,0,14,6
32216,270,10,167,24,5433,178,3047,723,381,13,231,45,92,2,56,11
32217,221,10,149,17,9952,405,6171,1009,269,9,177,25,490,14,349,33
32218,62,1,37,7,2683,70,1556,262,86,2,50,9,98,5,65,7
32219,80,2,62,10,5100,175,3271,571,128,3,94,12,222,3,161,13
32220,12,0,10,1,2512,46,1566,150,65,3,45,5,375,5,268,21
32221,338,20,95,128,10825,474,3233,3612,395,23,77,172,129,8,22,70
32222,86,1,49,6,713,27,364,117,231,10,92,50,431,9,214,66
32223,9,0,6,0,451,6,273,25,17,0,13,0,11,0,9,0
32224,239,3,158,18,7531,211,4220,908,484,14,287,50,547,13,338,57
32225,4,0,1,0,125,8,56,31,12,1,4,4,15,0,4,5
32226,21,0,16,1,1765,25,1004,110,43,2,25,3,34,2,17,3
32227,224,7,144,15,5028,130,3097,358,302,7,195,18,161,2,107,12
32228,24,1,13,3,878,9,525,44,40,1,28,6,63,2,39,5
32229,20,1,12,2,2902,89,1751,331,134,5,85,8,71,1,42,7
32230,106,6,44,20,5400,264,2169,1382,195,14,60,55,183,11,49,44
32231,312,27,154,59,10609,430,5169,2030,246,13,92,64,187,8,70,45
32232,238,16,99,73,3184,156,970,1150,244,8,71,86,305,12,89,122
32233,21,1,15,1,618,11,351,46,15,1,7,0,26,1,12,3
32234,211,4,109,27,3856,201,1667,829,148,8,41,40,395,18,256,34
32235,76,2,37,8,2757,62,1692,218,94,1,56,7,170,2,105,15
32236,27,1,20,1,982,11,626,32,128,0,83,1,81,0,58,0
32237,92,1,59,7,1394,30,837,109,115,0,69,7,117,0,79,2
32238,7,0,4,0,669,12,433,38,35,0,26,1,25,0,15,0
32239,6,0,5,0,2809,249,1662,354,181,36,118,38,8,1,5,2
32240,75,3,47,10,1879,58,1172,184,233,7,151,17,198,3,131,11
32241,79,1,45,8,3654,69,1942,313,213,10,95,37,190,10,89,36
32242,39,2,21,8,1584,95,828,322,148,10,91,22,143,7,81,28
32243,10,1,6,3,713,50,291,202,69,6,29,19,105,3,56,21
32244,25,1,11,4,487,22,272,88,51,4,33,8,83,2,59,9
32245,110,6,78,9,4023,157,2181,619,366,15,188,68,321,9,158,66
32246,127,2,78,12,3215,73,1744,423,139,3,78,20,111,1,62,16
