id,real_age,user_setage,gender,playcard_level,playcard_point,playcard_coupon_num,is_push_open,utm_channel,signup_day,app_version,manufacturer,model,label
29369,22,0,2,80,500,0,0,,579,68,216,959,0
29370,18,0,2,64,100,0,1,,571,9,90,2135,0
29371,19,,2,79,400,0,0,43,453,106,90,2279,0
29372,21,0,1,70,100,10,1,43,704,73,100,1851,0
29373,28,,1,48,0,130,1,43,362,106,90,327,0
29374,23,0,1,40,300,50,1,,1510,106,90,237,0
29375,29,,2,79,400,10,1,,168,30,90,782,0
29376,22,0,1,66,100,0,1,,1535,66,216,2150,0
29377,27,0,2,80,900,40,0,,1206,68,62,441,0
29378,,,1,,,,1,,641,106,90,327,0
29379,28,0,2,52,100,100,0,43,468,106,90,592,0
29380,,,2,,,,1,,686,73,216,2099,0
29381,42,1,2,28,200,10,0,,257,68,100,622,0
29382,20,0,1,34,900,0,1,,552,106,90,782,0
29383,24,,1,6,0,30,1,20,75,29,216,1839,0
29384,22,0,1,59,600,0,1,,233,106,90,782,0
29385,49,1,2,6,900,0,1,,576,23,216,1026,1
29386,34,1,2,38,900,0,1,43,637,73,110,867,0
29387,56,1,1,60,600,0,1,,827,68,216,1026,1
29388,34,,1,61,900,30,1,,108,68,150,1961,0
29389,25,,2,7,800,130,1,7,720,88,90,2279,0
29390,29,,1,80,100,0,1,50,187,68,216,1389,0
29391,30,,2,80,0,0,1,,409,68,216,1112,0
29392,32,0,2,57,800,190,0,,69,106,90,1407,0
29393,28,0,1,96,700,0,0,7,522,9,90,2135,0
29394,31,,1,3,600,20,1,,41,23,110,2207,
29395,42,0,2,46,500,0,1,44,1593,68,100,927,0
29396,39,0,2,80,700,0,1,7,522,68,216,1158,0
29397,23,0,2,76,400,620,1,7,603,68,100,706,0
29398,27,,1,11,600,0,1,,150,29,216,962,0
29399,33,0,1,2,200,0,1,27,556,29,100,872,0
29400,,,1,,,,1,,589,29,100,476,0
29401,23,0,1,62,200,0,1,7,582,68,100,216,1
29402,27,0,1,69,800,60,1,7,578,68,216,962,1
29403,34,0,1,77,400,0,1,7,243,68,110,1180,0
29404,25,0,1,72,600,30,1,43,676,106,90,782,0
29405,29,0,2,43,300,0,0,43,360,26,90,782,0
29406,23,,1,8,0,20,1,,183,73,110,1741,0
29407,35,0,2,45,700,80,1,43,214,106,90,702,0
29408,32,0,1,61,100,0,0,,558,106,90,327,0
29409,29,0,2,72,0,0,1,,675,106,90,592,0
29410,34,,2,41,300,0,0,,103,30,90,702,0
29411,24,0,1,11,900,0,1,7,372,29,62,1550,0
29412,37,1,2,73,200,0,1,20,127,68,62,731,0
29413,45,1,1,65,700,0,0,25,162,68,100,927,0
29414,37,1,2,65,500,0,1,,249,106,90,232,0
29415,26,0,2,66,900,10,1,,474,106,90,1610,0
29416,23,0,2,4,800,0,1,,375,29,100,1801,0
29417,23,0,2,71,600,180,0,,374,53,90,1610,0
29418,51,,2,71,400,20,1,7,244,73,62,2272,0
29419,44,,1,28,700,0,1,,211,73,216,1973,
29420,32,0,1,62,300,0,0,,608,68,100,1126,0
29421,25,0,1,69,800,10,1,7,580,106,90,83,0
29422,,,1,,,,1,,704,73,100,1974,0
29423,68,,0,32,800,0,1,7,1531,68,100,1838,1
29424,20,0,1,32,200,130,0,,581,23,100,1006,0
29425,32,,2,32,200,20,1,7,351,23,100,289,0
29426,71,,2,57,0,20,1,,58,68,216,858,0
29427,21,0,2,64,600,30,1,14,45,68,62,841,0
29428,26,0,1,68,800,40,0,,709,73,100,2164,0
29429,24,0,2,84,500,0,1,,637,68,100,703,0
29430,31,0,2,81,800,10,1,43,532,106,90,2092,0
29431,23,0,1,52,0,0,1,44,655,88,90,327,0
29432,24,0,1,34,900,0,1,7,609,68,216,1112,0
29433,30,0,1,41,800,0,0,,352,26,90,348,0
29434,39,0,1,26,600,10,1,,546,87,216,23,0
29435,23,,1,76,400,30,1,13,66,68,216,1112,0
29436,18,0,2,62,200,0,1,,1507,68,110,278,0
29437,32,,2,15,200,0,1,,219,62,49,1605,0
29438,27,0,1,48,800,0,1,,593,68,62,82,0
29439,22,,1,53,700,10,1,43,697,73,62,527,0
29440,27,,1,50,700,0,1,,311,106,90,782,0
29441,19,0,1,67,300,0,1,,291,106,90,237,0
29442,25,0,2,71,0,10,0,,1322,106,90,1892,0
29443,36,1,2,6,200,0,1,7,392,29,62,687,1
29444,50,1,2,48,900,0,1,43,145,73,62,1972,0
29445,28,0,1,27,900,270,0,,516,106,90,2279,0
29446,35,0,1,10,900,0,0,43,195,23,216,614,0
29447,22,0,1,1,300,0,1,43,421,29,62,82,0
29448,,,2,,,,1,,605,106,90,237,0
29449,27,,2,53,500,0,1,,419,106,90,592,0
29450,,,1,,,,1,,703,68,62,791,0
29451,27,,2,62,200,0,0,,254,73,62,1238,0
29452,23,0,2,79,0,30,0,,534,68,100,2017,0
29453,43,1,2,66,200,0,0,,393,68,62,1491,0
29454,21,0,1,50,500,10,1,,589,68,216,363,0
29455,27,0,2,25,400,0,0,43,783,68,100,1896,0
29456,31,0,2,69,500,0,1,43,207,68,216,1462,0
29457,,,1,,,,1,,612,106,90,2279,0
29458,21,0,2,75,300,20,0,43,129,106,90,782,0
29459,30,1,1,64,200,0,1,7,294,87,62,242,1
29460,51,0,2,53,200,0,1,7,241,73,216,1340,1
29461,62,1,2,33,300,0,1,,394,68,216,968,0
29462,26,,1,43,400,0,0,43,110,106,90,782,0
29463,33,1,2,94,400,120,1,,579,68,216,1634,0
29464,25,0,2,15,0,150,1,,45,29,62,1924,1
29465,23,,2,12,700,40,1,,247,106,90,2279,0
29466,20,0,2,70,600,100,1,,1665,106,90,327,0
29467,,,1,,,,1,,920,73,100,706,0
29468,34,0,2,73,400,270,1,,647,68,62,491,0
29469,27,0,2,93,500,0,0,,672,68,216,959,1
29470,28,0,1,82,300,0,1,7,636,68,216,460,0
29471,28,,1,24,400,30,1,,1673,106,90,1892,
29472,23,0,2,50,700,60,1,,671,106,90,327,0
29473,51,0,2,3,800,0,1,7,639,29,100,1055,1
29474,39,0,2,40,300,120,0,43,717,73,62,1541,0
29475,34,0,2,72,800,20,0,43,699,106,90,1277,0
29476,19,0,2,83,900,10,1,43,697,9,90,592,0
29477,20,0,1,26,500,0,0,7,658,23,100,1880,0
29478,24,0,2,70,700,10,1,36,131,68,110,2142,0
29479,24,0,1,71,800,0,1,,587,106,90,1277,0
29480,42,,2,8,200,50,1,14,425,73,110,701,0
29481,56,1,2,40,500,0,1,,398,23,62,1269,0
29482,19,,2,5,500,0,1,,57,29,216,1876,0
29483,33,0,1,65,300,0,0,,652,68,100,852,0
29484,26,,2,70,0,100,1,,55,68,216,1289,0
29485,20,0,1,1,800,0,1,7,663,29,62,1016,
29486,53,,2,22,0,0,0,7,144,73,40,1118,1
29487,25,1,2,9,600,0,1,14,48,29,62,335,1
29488,58,,2,63,800,10,1,7,113,68,62,2036,0
29489,22,,0,26,900,0,1,,173,106,90,702,0
29490,45,0,2,66,800,0,1,43,518,73,62,2269,0
29491,30,0,1,26,300,0,1,7,616,66,216,263,0
29492,27,,1,67,900,110,1,,75,68,216,1810,0
29493,29,0,1,41,900,20,1,,613,73,110,1058,0
29494,26,,1,64,700,0,1,14,68,68,62,791,0
29495,35,1,2,64,200,0,0,3,238,106,90,91,0
29496,26,0,1,28,500,0,1,,509,26,90,1610,0
29497,29,,1,63,400,0,1,7,114,73,100,706,0
29498,21,,1,9,500,360,1,7,434,23,62,621,0
29499,34,1,2,73,0,0,1,14,154,68,62,2036,0
29500,30,1,2,70,700,10,1,7,756,68,216,1625,0
29501,22,,1,64,100,10,1,7,110,68,62,1039,0
29502,20,,1,54,700,0,0,7,402,73,100,172,0
29503,22,0,1,8,400,0,1,43,802,78,62,1039,0
29504,27,,1,21,900,110,0,,77,106,90,2092,0
29505,28,0,1,77,800,0,1,,612,106,90,782,0
29506,31,0,1,75,500,30,1,7,404,106,90,1800,0
29507,31,,1,66,300,10,1,,1751,68,216,1313,0
29508,26,0,2,52,200,130,1,43,1879,68,216,932,0
29509,25,,1,82,0,10,1,,363,68,219,2020,0
29510,22,0,1,99,400,10,1,43,857,68,62,2272,0
29511,32,0,2,82,200,330,0,,374,106,90,327,0
29512,46,0,1,39,0,0,1,7,437,68,62,2069,0
29513,22,0,2,19,200,0,0,,625,74,100,496,0
29514,33,,1,74,700,0,1,,1600,106,90,1444,0
29515,22,0,1,71,800,0,1,7,218,68,62,95,0
29516,23,0,1,60,100,170,1,,686,68,62,1541,0
29517,31,0,2,43,500,0,1,4,702,30,90,83,0
29518,29,,2,78,400,50,0,,255,87,62,731,0
29519,52,1,1,53,300,0,1,7,212,73,216,454,0
29520,45,0,1,22,800,0,1,43,529,9,90,369,1
29521,30,,2,60,400,0,1,,624,106,90,1277,0
29522,28,,2,81,500,40,0,,397,106,90,702,0
29523,20,0,2,70,400,10,1,,454,106,90,782,0
29524,50,1,1,39,400,0,1,,553,23,100,520,0
29525,33,0,1,39,500,20,1,,621,39,216,970,0
29526,23,0,1,48,200,0,0,43,285,68,100,727,0
29527,19,,1,44,900,0,1,,127,68,62,136,
29528,57,0,2,19,900,10,1,7,515,29,216,426,1
29529,24,0,1,35,500,0,0,7,197,29,40,2229,0
29530,30,0,2,81,300,10,1,35,297,106,90,782,0
29531,25,0,2,37,900,790,1,43,686,106,90,237,
29532,21,0,2,55,700,0,1,7,1634,68,62,938,0
29533,24,0,1,76,400,0,1,43,394,68,216,1859,0
29534,23,0,1,75,700,20,1,,219,68,110,1255,0
29535,55,0,2,81,900,10,1,,659,68,216,618,0
29536,19,,1,21,300,0,1,,160,68,62,1870,0
29537,22,,1,26,300,30,1,,193,68,62,1007,0
29538,68,0,1,72,700,0,1,,233,68,62,2219,0
29539,26,0,1,66,400,30,0,20,97,68,100,38,0
29540,20,0,2,82,400,10,1,,527,68,62,2036,0
29541,28,0,2,71,900,180,1,,359,59,62,1793,0
29542,40,,2,51,300,0,1,7,246,74,62,1793,0
29543,25,,2,65,300,0,1,,236,73,62,2061,0
29544,27,0,2,66,500,0,1,,706,68,100,1880,0
29545,40,,2,10,500,0,1,7,381,78,216,167,0
29546,43,0,2,72,700,190,1,43,597,106,90,2092,0
29547,67,1,2,67,0,0,1,,616,68,216,777,0
29548,26,,2,61,700,20,1,50,117,68,216,198,0
29549,32,0,1,65,500,10,1,,642,68,216,1112,0
29550,24,0,1,58,300,0,1,,536,106,90,782,0
29551,,,2,,,,1,,602,9,90,1610,0
29552,30,0,1,53,400,0,1,,599,106,90,237,0
29553,18,0,2,55,600,0,1,43,524,68,110,1637,0
29554,58,,2,80,500,0,1,,52,9,62,621,0
29555,27,0,1,74,700,0,0,,529,9,90,2135,0
29556,25,0,1,49,300,210,1,43,640,68,62,2278,0
29557,24,,2,47,100,10,1,,401,68,216,507,0
29558,32,0,2,71,500,90,0,,415,106,90,1610,0
29559,27,0,2,108,100,10,1,43,388,26,90,782,0
29560,28,0,2,66,700,0,1,,439,58,90,83,0
29561,23,,2,14,0,0,0,,4,73,62,938,0
29562,21,0,2,81,400,0,1,,1854,68,216,726,0
29563,18,,1,69,400,0,1,,590,68,216,1608,0
29564,26,0,1,71,800,10,1,,666,106,90,1407,0
29565,49,1,2,80,300,30,1,7,587,68,100,834,0
29566,25,0,1,13,500,0,1,,432,29,216,263,0
29567,23,,1,48,400,170,1,,35,73,62,464,0
29568,25,0,2,67,300,40,1,43,696,68,110,917,0
29569,23,0,2,66,700,450,1,,611,68,62,1371,0
29570,45,1,2,35,600,710,1,,383,29,62,464,0
29571,22,0,1,66,100,10,1,12,175,68,216,962,0
29572,20,,1,24,800,10,1,,426,68,216,1843,0
29573,25,0,2,77,400,70,0,43,1872,106,90,2135,0
29574,56,0,2,64,500,0,1,,228,66,62,2036,1
29575,33,0,2,51,300,0,0,,606,68,100,1126,0
29576,27,,1,35,100,10,0,43,96,23,100,1451,0
29577,32,0,1,91,600,0,0,43,644,68,216,1267,0
29578,31,,2,80,0,0,1,,157,68,62,1205,0
29579,,,1,,,,0,,595,106,90,327,0
29580,21,,2,92,200,0,1,43,722,106,90,1610,0
29581,,,1,,,,1,,693,64,100,323,0
29582,23,0,2,72,100,270,1,,628,68,216,1562,0
29583,20,,2,68,400,40,1,7,102,68,62,2036,0
29584,18,0,1,15,600,10,1,43,1859,30,90,327,0
29585,,,2,,,,1,,1078,68,3,1523,0
29586,50,0,2,20,500,0,1,,555,66,100,1395,1
29587,49,0,2,46,300,0,1,7,603,29,62,1358,0
29588,23,0,1,71,600,0,1,,1542,64,62,259,0
29589,25,0,2,96,900,250,1,43,342,68,216,1634,0
29590,39,1,1,66,100,0,1,,342,68,62,129,1
29591,24,0,2,72,0,10,1,43,698,68,100,1126,0
29592,33,,1,61,900,1210,1,,118,68,216,958,0
29593,,,1,,,,0,,640,73,216,1843,0
29594,34,0,1,53,900,40,1,43,678,88,90,702,0
29595,26,0,1,38,700,90,0,7,613,73,40,2149,0
29596,29,0,2,26,400,340,0,7,673,9,90,782,0
29597,39,0,2,71,800,10,1,,224,26,90,782,0
29598,23,,1,67,300,170,1,7,242,68,62,1314,0
29599,22,0,2,89,900,50,1,7,628,68,100,706,0
29600,20,0,1,71,200,10,1,12,609,68,110,1539,0
29601,19,0,1,71,500,20,1,,636,68,110,68,0
29602,56,1,2,63,500,0,1,7,491,68,100,1540,0
29603,26,0,2,81,700,50,0,,990,68,100,845,0
29604,18,0,2,76,400,10,1,,509,68,100,365,0
29605,39,1,2,62,100,0,1,7,2115,68,216,475,0
29606,21,0,2,54,400,0,1,,1592,23,216,798,0
29607,31,,2,45,700,260,1,,422,73,216,659,0
29608,29,,1,61,200,210,0,50,115,39,62,86,0
29609,31,0,1,68,200,0,1,43,608,68,216,1634,0
29610,35,,1,9,900,0,1,,195,99,90,1277,0
29611,28,0,2,90,400,110,1,43,731,106,90,2135,0
29612,21,0,2,9,300,0,0,,589,29,100,980,0
29613,,,1,,,,1,,939,73,62,234,0
29614,32,,1,42,700,130,1,,1365,73,62,1811,0
29615,28,0,1,61,200,0,1,43,616,9,90,1077,0
29616,18,0,1,77,600,130,1,7,656,68,62,1039,0
29617,28,0,2,79,800,0,1,,254,68,216,1634,0
29618,24,0,1,60,600,80,1,,1371,106,90,782,0
29619,42,,2,20,500,0,1,,605,106,90,592,0
29620,43,,2,52,900,120,1,7,189,68,62,1314,1
29621,28,0,2,79,400,10,0,,518,106,90,1610,0
29622,40,0,1,43,200,0,1,43,666,73,62,1007,0
29623,64,,1,35,400,0,1,,477,73,62,1714,1
29624,22,,1,18,600,50,1,7,293,68,100,1801,1
29625,26,,1,62,300,0,1,,100,68,100,2245,0
29626,22,0,1,48,600,0,1,43,692,66,62,1870,0
29627,30,0,2,15,100,0,0,,289,26,90,83,0
29628,20,,1,4,900,0,1,7,78,30,90,1277,0
29629,26,0,2,80,0,150,1,,687,106,90,1610,0
29630,33,,2,54,500,0,1,,197,29,100,1508,0
29631,29,0,2,81,300,0,0,,317,106,90,237,0
29632,23,0,1,78,500,0,1,,314,9,90,2135,0
29633,32,,1,92,200,10,1,,253,68,62,2219,0
29634,23,0,1,80,200,0,1,,604,23,62,1238,0
29635,20,0,2,65,800,0,0,7,717,68,100,2021,0
29636,27,,1,139,100,130,1,,46,26,90,592,0
29637,18,,1,74,200,0,1,7,1565,68,100,1126,0
29638,62,0,1,26,700,0,1,7,436,64,216,1804,1
29639,30,0,1,72,200,10,1,43,677,68,62,1811,0
29640,22,,2,80,500,10,1,,70,68,3,1523,0
29641,37,1,2,66,200,30,1,,470,30,216,1611,0
29642,,,1,,,,0,,999,73,216,944,0
29643,23,0,2,52,500,130,0,,34,106,90,1782,0
29644,21,0,1,80,100,0,1,20,108,68,100,927,0
29645,26,0,1,20,700,10,1,43,601,30,90,782,0
29646,,,2,,,,1,,702,68,216,1462,0
29647,20,,2,59,700,0,0,,28,106,90,1610,0
29648,,,2,,,,1,,625,106,90,1610,0
29649,56,0,2,66,800,0,1,,582,68,100,1813,0
29650,28,0,2,80,800,0,1,,785,68,216,1985,0
29651,47,,2,7,600,0,1,,13,68,100,1509,
29652,21,0,2,76,600,0,1,7,584,68,62,1314,0
29653,24,,2,62,600,0,1,,389,9,62,1793,0
29654,20,0,1,56,400,10,1,,606,68,62,2272,0
29655,34,0,2,39,500,10,1,,498,73,62,1016,0
29656,18,0,2,51,800,0,1,14,496,68,62,2036,0
29657,22,0,2,10,100,30,0,43,466,88,90,2092,0
29658,58,0,1,22,400,0,1,7,248,29,62,1321,0
29659,57,,2,14,0,60,1,,541,26,90,1892,0
29660,19,,1,70,500,0,0,,237,106,90,1892,0
29661,20,,1,71,200,0,1,43,586,68,216,1973,0
29662,20,0,2,38,600,10,1,43,676,106,90,782,0
29663,21,,2,14,500,10,1,,138,29,62,2272,0
29664,53,0,2,41,900,0,1,14,189,73,62,2036,1
29665,37,,1,81,900,0,0,43,610,59,216,1112,0
29666,34,,1,91,500,0,1,,38,68,216,1462,0
29667,29,0,2,58,200,70,1,,672,68,216,1985,0
29668,26,0,2,77,0,0,0,43,912,68,216,454,0
29669,19,0,1,92,400,0,1,12,713,53,62,1314,0
29670,21,0,1,24,100,600,0,43,313,106,90,782,0
29671,21,,1,96,200,100,1,7,421,68,62,1398,0
29672,31,,1,55,500,0,1,,667,26,90,2279,0
29673,32,1,1,50,500,0,1,43,701,73,216,932,0
29674,68,0,2,39,200,160,1,20,65,68,216,1913,1
29675,25,0,1,71,700,10,1,43,728,68,62,491,0
29676,22,,2,25,0,10,1,,33,29,216,1462,0
29677,24,0,1,55,500,330,1,43,706,73,216,1462,0
29678,57,,2,5,200,0,0,,120,23,100,476,1
29679,20,0,1,66,0,30,1,7,631,64,100,1761,0
29680,38,,2,54,500,0,1,,99,68,62,545,0
29681,33,,1,80,100,10,1,,284,68,40,1744,0
29682,19,0,2,60,500,0,1,,610,68,100,30,0
29683,28,0,1,80,500,0,0,43,672,26,90,2279,0
29684,19,1,1,65,100,0,1,,217,68,62,1314,0
29685,24,,1,57,0,90,1,,80,73,100,1126,0
29686,18,0,1,67,800,0,1,7,607,106,90,83,0
29687,28,0,1,71,900,0,1,,576,88,90,1610,0
29688,31,0,2,64,600,150,1,43,553,68,216,659,0
29689,33,,2,58,100,0,1,,235,68,216,1292,0
29690,62,1,0,12,800,170,1,43,66,30,90,1892,1
29691,42,0,1,11,800,210,0,43,340,29,216,1985,0
29692,26,,1,80,100,0,1,,197,68,100,1838,0
29693,21,0,2,71,600,440,1,7,754,68,62,936,0
29694,31,0,1,25,700,0,1,43,568,29,62,2036,0
29695,32,,1,26,200,40,0,,195,64,100,903,0
29696,22,,1,71,100,30,1,,2521,68,100,2017,0
29697,33,0,2,68,800,0,1,7,105,9,90,1444,0
29698,49,0,2,72,100,260,1,,539,106,90,327,0
29699,,,2,,,,1,,1762,106,90,2092,0
29700,38,0,2,66,600,0,0,,333,9,90,782,0
29701,20,0,1,41,900,0,1,43,185,106,90,2279,0
29702,27,0,2,14,400,40,0,43,653,93,90,237,0
29703,29,0,1,59,100,60,1,43,600,68,216,970,0
29704,21,0,2,30,300,0,1,43,660,30,90,782,0
29705,46,,2,58,0,0,1,,191,73,110,701,1
29706,26,,1,15,700,10,1,,68,73,62,79,0
29707,32,,2,51,900,40,0,,355,106,90,327,0
29708,54,,2,9,800,0,1,,97,68,100,1801,
29709,39,0,2,18,400,0,1,,194,66,62,1714,0
29710,24,,1,71,100,30,1,,611,23,100,706,0
29711,44,,2,11,300,40,1,,94,68,216,584,
29712,24,,2,16,200,0,1,,303,26,90,83,0
29713,18,0,2,55,900,0,1,,665,68,62,1417,0
29714,22,0,2,24,100,40,1,,749,23,216,1708,0
29715,23,0,2,10,900,0,0,,655,29,62,2272,0
29716,42,,2,80,400,0,1,,296,68,62,2036,0
29717,46,1,1,23,500,0,1,,537,73,62,1371,0
29718,,,1,,,,,,590,68,216,726,0
29719,27,,1,34,400,0,1,,239,73,216,1847,0
29720,64,,2,55,800,0,1,,179,23,100,1126,1
29721,20,0,2,44,700,50,1,,1525,68,216,1876,0
29722,70,,1,51,400,0,0,,100,68,100,2121,0
29723,22,0,1,82,300,470,1,7,551,68,110,1244,0
29724,33,0,2,64,500,150,1,7,194,59,5,729,0
29725,27,0,1,6,300,20,0,,238,23,216,263,0
29726,34,0,1,62,800,10,1,43,623,68,216,2150,0
29727,52,1,2,73,900,0,1,3,471,68,100,2123,1
29728,24,,2,78,0,0,1,,124,106,90,237,0
29729,29,,1,54,200,130,0,,29,106,90,327,0
29730,41,,2,80,400,0,0,,404,106,90,782,0
29731,34,0,2,56,800,0,1,,690,106,90,782,0
29732,23,0,1,62,400,30,1,7,679,74,62,2073,0
29733,22,1,1,55,100,10,1,,251,64,62,931,0
29734,27,,1,73,300,10,1,43,298,68,216,1026,0
29735,24,0,1,28,200,20,0,43,300,30,90,1444,0
29736,32,,1,4,0,80,1,,230,30,90,782,0
29737,32,,2,56,900,0,1,,340,23,100,44,0
29738,30,,1,61,0,370,1,,245,68,216,460,0
29739,25,0,1,33,100,230,0,,174,88,90,2279,0
29740,34,,1,61,100,40,1,43,200,9,90,1277,1
29741,21,,2,66,300,210,0,,430,106,90,2279,0
29742,21,,1,56,700,10,0,,417,106,90,2135,0
29743,39,0,2,78,500,0,0,,508,68,216,1300,0
29744,23,0,1,83,0,0,1,,708,68,216,932,0
29745,38,,2,16,500,50,0,,10,106,90,2092,0
29746,40,,2,61,600,0,1,14,143,68,62,938,0
29747,27,0,2,44,800,10,1,,55,73,216,659,0
29748,20,0,2,66,800,0,1,43,678,68,62,1314,0
29749,18,0,2,20,700,20,1,,1471,23,216,858,0
29750,35,0,1,41,100,140,1,,584,29,110,176,0
29751,26,0,2,81,100,10,1,43,714,106,90,237,0
29752,38,0,2,14,0,0,0,43,625,23,216,1289,0
29753,21,,2,9,500,0,1,,160,30,90,348,0
29754,25,0,1,37,500,40,1,43,545,68,62,568,0
29755,26,,2,76,900,20,0,,226,9,90,407,0
29756,18,0,1,67,200,30,1,,618,68,62,2073,0
29757,58,,2,65,300,0,1,,225,68,62,433,0
29758,18,,1,82,700,50,1,43,139,106,90,1610,0
29759,29,,1,63,700,20,0,,393,106,90,1444,0
29760,54,1,2,53,700,0,1,43,397,106,90,772,0
29761,27,,2,31,800,70,1,7,406,106,90,782,0
29762,39,0,2,75,300,0,1,43,660,68,62,129,0
29763,27,0,2,56,200,0,1,,38,106,90,327,0
29764,27,0,2,67,200,0,1,43,717,68,216,1462,0
29765,29,0,1,60,400,70,1,,418,23,216,1171,0
29766,32,,2,19,500,20,0,,28,73,100,650,1
29767,28,0,2,59,500,150,0,,1892,106,90,83,0
29768,22,,1,81,300,0,1,43,623,68,110,2144,0
29769,20,,1,98,500,0,1,,324,74,62,81,0
29770,26,1,2,70,200,50,1,12,233,106,90,1402,0
29771,28,0,2,5,300,40,1,43,680,23,62,254,0
29772,32,1,2,54,100,0,1,7,322,68,62,373,0
29773,48,0,2,52,900,0,1,,1072,68,216,212,0
29774,22,0,2,61,900,0,1,7,674,68,62,95,0
29775,27,0,1,49,400,0,0,43,374,29,62,1541,0
29776,33,,1,30,800,140,0,,91,106,90,592,0
29777,27,,1,72,800,0,1,,437,68,62,1008,0
29778,19,1,2,74,100,0,1,,1946,68,219,1936,0
29779,43,,2,64,700,0,1,,1158,68,110,2207,0
29780,45,1,2,66,400,0,1,43,535,23,100,256,0
29781,27,0,1,78,0,10,1,7,672,68,100,233,0
29782,26,0,2,57,100,490,1,7,503,68,62,491,0
29783,33,0,2,13,0,0,1,43,699,26,90,782,0
29784,18,,1,31,400,0,1,,516,73,216,212,0
29785,58,,1,25,300,0,1,,49,29,62,321,0
29786,26,0,2,55,200,0,0,43,703,88,90,83,0
29787,59,0,2,24,0,0,1,,616,26,90,782,1
29788,31,0,2,72,100,10,1,43,641,68,216,659,0
29789,25,0,2,39,600,90,0,7,322,23,100,1951,0
29790,20,0,2,28,400,70,1,,616,54,62,936,0
29791,37,0,2,60,0,30,1,7,364,68,216,2041,0
29792,25,0,1,38,700,0,1,,600,68,216,2188,0
29793,20,0,1,59,100,0,0,,460,9,90,2135,0
29794,33,0,2,74,0,90,1,,503,106,90,782,0
29795,20,0,2,35,500,0,1,7,631,68,216,2041,0
29796,27,,2,72,0,0,1,,387,68,62,1478,0
29797,44,1,2,32,800,10,1,,617,87,216,1548,1
29798,34,1,2,13,600,0,0,,412,74,216,85,1
29799,50,0,1,42,100,0,1,,450,73,62,830,0
29800,23,0,2,55,400,0,0,43,571,73,100,769,0
29801,,,1,,,,1,,672,68,216,2150,0
29802,22,0,1,71,200,30,1,,950,106,90,2135,0
29803,45,0,2,27,300,0,1,,597,66,100,2030,0
29804,23,0,1,68,100,0,1,7,590,68,100,1114,0
29805,,,2,,,,1,,756,106,90,369,0
29806,27,1,2,65,400,10,1,43,266,68,62,2272,1
29807,41,1,2,22,400,0,1,43,550,68,216,2150,
29808,20,0,1,58,300,0,1,,1093,78,100,476,0
29809,25,0,1,37,900,10,1,43,618,64,100,1880,0
29810,39,0,2,52,0,10,1,7,378,68,216,1704,0
29811,51,,2,23,300,0,1,,280,106,90,1444,0
29812,38,,1,66,300,910,0,,253,68,216,1973,0
29813,27,,2,74,300,20,1,,97,106,90,782,0
29814,36,0,1,80,0,0,1,,1434,68,100,2121,1
29815,38,1,1,13,0,0,0,,1174,29,62,1811,0
29816,68,1,2,53,100,0,1,7,489,68,216,2044,0
29817,30,,1,48,300,410,1,,176,106,90,782,0
29818,23,,1,28,800,0,1,,83,9,90,2135,1
29819,20,,1,8,300,0,1,,325,30,90,2279,1
29820,59,,1,22,400,0,1,,392,88,90,1402,1
29821,28,0,1,25,700,0,1,43,595,74,216,1242,0
29822,39,,1,66,600,0,1,7,391,68,62,1039,0
29823,27,0,2,32,100,70,1,,610,26,90,592,0
29824,27,0,1,40,400,240,1,,483,68,216,726,0
29825,,,2,,,,0,,664,68,62,1398,0
29826,20,0,2,139,300,20,1,,115,106,90,237,0
29827,27,0,2,15,0,0,1,7,700,29,62,1039,0
29828,31,0,1,65,400,160,1,,260,29,110,917,0
29829,67,0,1,70,100,0,1,,229,68,100,949,0
29830,50,0,1,65,900,20,1,,611,68,100,650,0
29831,23,,1,72,200,30,1,,413,68,216,202,0
29832,19,,2,37,500,0,1,,90,68,216,1740,0
29833,23,0,1,50,800,10,0,,516,23,100,845,0
29834,24,,2,69,200,0,0,,74,71,100,1472,0
29835,36,,2,20,800,10,1,,502,66,100,496,0
29836,23,0,1,58,100,10,1,,206,106,90,83,0
29837,30,0,1,52,700,10,1,7,583,73,110,1180,0
29838,27,0,1,13,500,40,0,43,646,30,90,83,0
29839,28,,2,65,500,300,1,,352,106,90,782,0
29840,26,0,2,58,800,10,1,,597,106,90,1782,0
29841,68,1,2,36,200,0,1,7,391,29,62,654,1
29842,58,1,2,56,700,0,1,,540,68,62,1890,0
29843,27,,2,80,500,0,1,,87,106,90,782,0
29844,49,0,2,10,700,460,1,7,579,29,62,464,0
29845,22,,1,28,500,10,1,,97,68,216,1026,0
29846,21,,2,16,700,0,1,,195,68,62,254,0
29847,25,0,1,65,500,10,1,43,641,68,100,927,0
29848,34,0,1,27,200,10,1,43,613,30,90,1892,0
29849,31,0,1,66,500,150,0,43,687,26,90,1800,0
29850,30,0,1,75,900,460,1,43,277,106,90,782,0
29851,25,0,1,31,600,0,0,,431,30,90,2135,0
29852,,,1,,,,1,,584,106,90,772,0
29853,24,,2,47,900,0,1,,26,9,62,254,0
29854,20,,2,60,400,10,1,50,333,68,216,962,0
29855,28,,1,72,200,20,1,7,99,68,40,1529,0
29856,29,0,2,47,800,0,1,,133,26,90,2135,0
29857,33,0,2,41,0,20,1,7,506,23,216,1704,0
